+---------+-----------+--------+-----------+--------------------------------------------------+
| Unicode | Shift-JIS |  JIS   | Character | Description                                      |
| 0x5747  | 0x8BCF    | 0x3651 | 均        | <CJK>                                            |
| 0x5DFE  | 0x8BD0    | 0x3652 | 巾        | <CJK>                                            |
| 0x9326  | 0x8BD1    | 0x3653 | 錦        | <CJK>                                            |
| 0x65A4  | 0x8BD2    | 0x3654 | 斤        | <CJK>                                            |
| 0x6B23  | 0x8BD3    | 0x3655 | 欣        | <CJK>                                            |
| 0x6B3D  | 0x8BD4    | 0x3656 | 欽        | <CJK>                                            |
| 0x7434  | 0x8BD5    | 0x3657 | 琴        | <CJK>                                            |
| 0x7981  | 0x8BD6    | 0x3658 | 禁        | <CJK>                                            |
| 0x79BD  | 0x8BD7    | 0x3659 | 禽        | <CJK>                                            |
| 0x7B4B  | 0x8BD8    | 0x365A | 筋        | <CJK>                                            |
| 0x7DCA  | 0x8BD9    | 0x365B | 緊        | <CJK>                                            |
| 0x82B9  | 0x8BDA    | 0x365C | 芹        | <CJK>                                            |
| 0x83CC  | 0x8BDB    | 0x365D | 菌        | <CJK>                                            |
| 0x887F  | 0x8BDC    | 0x365E | 衿        | <CJK>                                            |
| 0x895F  | 0x8BDD    | 0x365F | 襟        | <CJK>                                            |
| 0x8B39  | 0x8BDE    | 0x3660 | 謹        | <CJK>                                            |
| 0x8FD1  | 0x8BDF    | 0x3661 | 近        | <CJK>                                            |
| 0x91D1  | 0x8BE0    | 0x3662 | 金        | <CJK>                                            |
| 0x541F  | 0x8BE1    | 0x3663 | 吟        | <CJK>                                            |
| 0x9280  | 0x8BE2    | 0x3664 | 銀        | <CJK>                                            |
| 0x4E5D  | 0x8BE3    | 0x3665 | 九        | <CJK>                                            |
| 0x5036  | 0x8BE4    | 0x3666 | 倶        | <CJK>                                            |
| 0x53E5  | 0x8BE5    | 0x3667 | 句        | <CJK>                                            |
| 0x533A  | 0x8BE6    | 0x3668 | 区        | <CJK>                                            |
| 0x72D7  | 0x8BE7    | 0x3669 | 狗        | <CJK>                                            |
| 0x7396  | 0x8BE8    | 0x366A | 玖        | <CJK>                                            |
| 0x77E9  | 0x8BE9    | 0x366B | 矩        | <CJK>                                            |
| 0x82E6  | 0x8BEA    | 0x366C | 苦        | <CJK>                                            |
| 0x8EAF  | 0x8BEB    | 0x366D | 躯        | <CJK>                                            |
| 0x99C6  | 0x8BEC    | 0x366E | 駆        | <CJK>                                            |
| 0x99C8  | 0x8BED    | 0x366F | 駈        | <CJK>                                            |
| 0x99D2  | 0x8BEE    | 0x3670 | 駒        | <CJK>                                            |
| 0x5177  | 0x8BEF    | 0x3671 | 具        | <CJK>                                            |
| 0x611A  | 0x8BF0    | 0x3672 | 愚        | <CJK>                                            |
| 0x865E  | 0x8BF1    | 0x3673 | 虞        | <CJK>                                            |
| 0x55B0  | 0x8BF2    | 0x3674 | 喰        | <CJK>                                            |
| 0x7A7A  | 0x8BF3    | 0x3675 | 空        | <CJK>                                            |
| 0x5076  | 0x8BF4    | 0x3676 | 偶        | <CJK>                                            |
| 0x5BD3  | 0x8BF5    | 0x3677 | 寓        | <CJK>                                            |
| 0x9047  | 0x8BF6    | 0x3678 | 遇        | <CJK>                                            |
| 0x9685  | 0x8BF7    | 0x3679 | 隅        | <CJK>                                            |
| 0x4E32  | 0x8BF8    | 0x367A | 串        | <CJK>                                            |
| 0x6ADB  | 0x8BF9    | 0x367B | 櫛        | <CJK>                                            |
| 0x91E7  | 0x8BFA    | 0x367C | 釧        | <CJK>                                            |
| 0x5C51  | 0x8BFB    | 0x367D | 屑        | <CJK>                                            |
| 0x5C48  | 0x8BFC    | 0x367E | 屈        | <CJK>                                            |
| 0x6398  | 0x8C40    | 0x3721 | 掘        | <CJK>                                            |
| 0x7A9F  | 0x8C41    | 0x3722 | 窟        | <CJK>                                            |
| 0x6C93  | 0x8C42    | 0x3723 | 沓        | <CJK>                                            |
| 0x9774  | 0x8C43    | 0x3724 | 靴        | <CJK>                                            |
| 0x8F61  | 0x8C44    | 0x3725 | 轡        | <CJK>                                            |
| 0x7AAA  | 0x8C45    | 0x3726 | 窪        | <CJK>                                            |
| 0x718A  | 0x8C46    | 0x3727 | 熊        | <CJK>                                            |
| 0x9688  | 0x8C47    | 0x3728 | 隈        | <CJK>                                            |
| 0x7C82  | 0x8C48    | 0x3729 | 粂        | <CJK>                                            |
| 0x6817  | 0x8C49    | 0x372A | 栗        | <CJK>                                            |
| 0x7E70  | 0x8C4A    | 0x372B | 繰        | <CJK>                                            |
| 0x6851  | 0x8C4B    | 0x372C | 桑        | <CJK>                                            |
| 0x936C  | 0x8C4C    | 0x372D | 鍬        | <CJK>                                            |
| 0x52F2  | 0x8C4D    | 0x372E | 勲        | <CJK>                                            |
| 0x541B  | 0x8C4E    | 0x372F | 君        | <CJK>                                            |
| 0x85AB  | 0x8C4F    | 0x3730 | 薫        | <CJK>                                            |
| 0x8A13  | 0x8C50    | 0x3731 | 訓        | <CJK>                                            |
| 0x7FA4  | 0x8C51    | 0x3732 | 群        | <CJK>                                            |
| 0x8ECD  | 0x8C52    | 0x3733 | 軍        | <CJK>                                            |
| 0x90E1  | 0x8C53    | 0x3734 | 郡        | <CJK>                                            |
| 0x5366  | 0x8C54    | 0x3735 | 卦        | <CJK>                                            |
| 0x8888  | 0x8C55    | 0x3736 | 袈        | <CJK>                                            |
| 0x7941  | 0x8C56    | 0x3737 | 祁        | <CJK>                                            |
| 0x4FC2  | 0x8C57    | 0x3738 | 係        | <CJK>                                            |
| 0x50BE  | 0x8C58    | 0x3739 | 傾        | <CJK>                                            |
| 0x5211  | 0x8C59    | 0x373A | 刑        | <CJK>                                            |
| 0x5144  | 0x8C5A    | 0x373B | 兄        | <CJK>                                            |
| 0x5553  | 0x8C5B    | 0x373C | 啓        | <CJK>                                            |
| 0x572D  | 0x8C5C    | 0x373D | 圭        | <CJK>                                            |
| 0x73EA  | 0x8C5D    | 0x373E | 珪        | <CJK>                                            |
| 0x578B  | 0x8C5E    | 0x373F | 型        | <CJK>                                            |
| 0x5951  | 0x8C5F    | 0x3740 | 契        | <CJK>                                            |
| 0x5F62  | 0x8C60    | 0x3741 | 形        | <CJK>                                            |
| 0x5F84  | 0x8C61    | 0x3742 | 径        | <CJK>                                            |
| 0x6075  | 0x8C62    | 0x3743 | 恵        | <CJK>                                            |
| 0x6176  | 0x8C63    | 0x3744 | 慶        | <CJK>                                            |
| 0x6167  | 0x8C64    | 0x3745 | 慧        | <CJK>                                            |
| 0x61A9  | 0x8C65    | 0x3746 | 憩        | <CJK>                                            |
| 0x63B2  | 0x8C66    | 0x3747 | 掲        | <CJK>                                            |
| 0x643A  | 0x8C67    | 0x3748 | 携        | <CJK>                                            |
| 0x656C  | 0x8C68    | 0x3749 | 敬        | <CJK>                                            |
| 0x666F  | 0x8C69    | 0x374A | 景        | <CJK>                                            |
| 0x6842  | 0x8C6A    | 0x374B | 桂        | <CJK>                                            |
| 0x6E13  | 0x8C6B    | 0x374C | 渓        | <CJK>                                            |
| 0x7566  | 0x8C6C    | 0x374D | 畦        | <CJK>                                            |
| 0x7A3D  | 0x8C6D    | 0x374E | 稽        | <CJK>                                            |
| 0x7CFB  | 0x8C6E    | 0x374F | 系        | <CJK>                                            |
| 0x7D4C  | 0x8C6F    | 0x3750 | 経        | <CJK>                                            |
| 0x7D99  | 0x8C70    | 0x3751 | 継        | <CJK>                                            |
| 0x7E4B  | 0x8C71    | 0x3752 | 繋        | <CJK>                                            |
| 0x7F6B  | 0x8C72    | 0x3753 | 罫        | <CJK>                                            |
| 0x830E  | 0x8C73    | 0x3754 | 茎        | <CJK>                                            |
| 0x834A  | 0x8C74    | 0x3755 | 荊        | <CJK>                                            |
| 0x86CD  | 0x8C75    | 0x3756 | 蛍        | <CJK>                                            |
| 0x8A08  | 0x8C76    | 0x3757 | 計        | <CJK>                                            |
| 0x8A63  | 0x8C77    | 0x3758 | 詣        | <CJK>                                            |
| 0x8B66  | 0x8C78    | 0x3759 | 警        | <CJK>                                            |
| 0x8EFD  | 0x8C79    | 0x375A | 軽        | <CJK>                                            |
| 0x981A  | 0x8C7A    | 0x375B | 頚        | <CJK>                                            |
| 0x9D8F  | 0x8C7B    | 0x375C | 鶏        | <CJK>                                            |
